reviews.text,reviews.rating
Didn't have hardly any charge to them. A total waste of money.,1.0
These batteries don't even work in a Amazon Firestick!,1.0
"Don't Buy! I thought it was a great deal initially, but these batteries are drained SUPER QUICKLY. I have one in my wireless Logitech mouse and I have had to replace the battery 4 times since November, that is 5 batteries in 2 months that is ridiculous! I have started buying the Duracell ProCell Batteries, I am having much better results.",1.0
"Worst batteries for photographers. I'm sure they might be fine for using around the house, but for what I purchased them for (using with my external flash) these are the worst batteries I've ever used.Won't purchase them again.The black ones that are supposed to be better are also horrible for photographers.Household use only.",1.0
"Never put a review online about a purchase , but this Amazon battery leak so badly I have to discard all of them after 2 weeks of use, DON'T BUY THIS ITEM ....",1.0
"These are, by, far, the worst batteries my family has ever purchased. They have all lasted less than one week and I've only used them in things that see usage a few times per week. None of them have seen more than 10 min total usage before needing replaced and q about a third of them have leaked or corroded worthiness a few days. I've had much better luck with dollar store brands.",1.0
"I use it for the roku remote and it runs out so fast, holds for about 2-3 weeks (just like the chineese batteries),",2.0
"You get what you pay for here. These are cheap batteries and don't last very long, I'd spend the extra and get rechargeables.",1.0
I put two of these in my small flashlight and they only lasted about 15 minutes. Waste of money.,1.0
Don't hold a charge as long as other comparable batteries,3.0
"I purchased them thinking they would be a great value, based on other reviews. I have an alarm keypad (among other things) that I use them in. Previously batteries would last about a year in the keypad. These batteries will last about a month before they die. The first time it happened, I thought there could have been a bad battery or possibly my memory was failing me. After 3 sets in 3 months, there is no doubt. The batteries test fully charged when I install them and then a month later they are gone. That is not a great value at all. I will find another battery for future use.",1.0
Good price but batteries just don't last as long as name brands. My hope was to power Christmas decorations through the holidays and save a few bucks. Many of these batteries did not make it. In the future I will stick with proven brands.,2.0
"Terrible. Don't hold their charge, I change the batteries in my remote once a week. Will not be buying again.",1.0
These are terrible. Don't last Put then in various items and their life is only 1/2 half of a Duracell,1.0
"These have failed after a few weeks each time I've used them in my wireless keyboard. Duracells, on the other hand, have lasted for months.",1.0
I like that these batteries are cheaper but they don't last as long as I'd like. We will continue to buy them though because of the price.,3.0
"This is my 2nd time ordering them and even though they arrive very fast and nicely packaged, these batteries only last about an hour and a half on my son's toy train.",1.0
I don't know why but these things don't last long. Maybe I don't know anything about batteries and there is certain number I should be looking for to determine the life span. I ended up going through these quickly so I could probably just buy the expensive ones and get the same life rather than keeping on purchasing these.,1.0
Batteries do not last at all. Worth just getting energizer batteries instead.,1.0
"After using two sets of these, I am going to agree with other reviewers and say that they don't last as long as name brand batteries.",2.0
"I didn't expect them to be as good as duracell or energizer, but they only lasted a few weeks in my clock.",3.0
These batteries don't last half as long as the RayoVacs I usually get.,1.0
"These batteries don't last. They might be a good value but for me it's more important to have a battery that lasts longer. Or use these for hiking and rockclimbing and working on my car in the middle the night if I have a flat tire. If you use them like that you want a much better battery like the name brands Duracell, energizer etc. If you just want something that's cheap these batteries are definitely cheap but I bought the 60 count Duracell batteries for .36 each. I think the Amazon ones go for just a bit over .20 each. I think the Duracell's last more than a third longer.",1.0
They lasted less than 24 hours in my mouse and that includes turning the mouse off overnight! What a ripoff.,1.0
"I bought these batteries to charge my insulin pump - a life critical device. After I started using them, I found my pump worked terribly and after testing all other variables, popped out the Amazon battery and replaced with a Duracell, and everything was back to normal. I won't use these again.",1.0
"I am very disappointed in these. I put them in my remote and within 24 hrs they are completely dead. For shame, Amazon. For shame.",1.0
"Won't buy again, I replaced batteries in my smoke detectors with these less than two months ago, replacing again with Duracell. The last Duracell batteries lasted almost 3 years in the same detectors. Don't waste your money on these, spend a little more for a good product.",2.0
"I use a lot of batteries for lighted decorations all year round. I tried these out during Halloween. They were the worst. I tested them against Sams Club batteries, Harbor Freight Tools batteries and duracell. The amazon always died first. They even leaked that battery acid out after a few hours of use. Just horrible. I removed these from my subscribe and save list. I won't buy again.",2.0
These are horrible! Don't waste your money. These batteries die faster than any I've ever tried. A few hours in a Wii remote and they have to be replaced. I'm so disappointed!,1.0
The original Amazon Basics in the solid silver wrapping were great. These seem to have about a half life of those. Wouldn't recommend for use.,2.0
"I like shopping with Amazon and have purchased several Amazon brand products. However, I would not recommend anyone buy these batteries. I opened up the box and took a pack of four batteries out of the case and one was leaking. I threw those away. I need batteries for one of my sons toys so opened up another pack and put the batteries in and you guessed it, there was no charge in the batteries at all. About half of the batteries in the box were dead on arrival. The other ones had a charge but did not last long. Save your self the headache and buy energizers or something else. You will pay more but they work. I tried to return this pack but I was out of the 30 day window to return so I'm out the money.",1.0
they dont last long at all not worth buying,2.0
dont last as long as I expected them to. they are in our fire stick remotes and i have to change them about every 2 or 3 months,3.0
"DON'T RECHARGE THEM LIKE SERIOUSLY DON'T!!!! they work good and last but not for to long and when two of them died i decided to recharge them and it leaked all over my battery charger. my brother took a few and i had no idea he charged a few without a problem and he didn't get his stuff ruined but i did. So if I were you, don't charge them",3.0
Worst battery I have ever came across. Don't use for children's toys leaks battery acid. Had in my daughters mobile and the batteries only lasted 4 days when any other battery lasts a month and when I replaced them this morning I found they leaked battery acid all over.,1.0
"Bought a, c d 9v batteries in April the AAA seemed fine but went to replace them 4 backs dead. I tried 5th pack and they worked. I will no longer be buying batteries from Amazon you can not count on them. I had d didn't work I hope 9v work. Some of these where for fire alarms not long lasting or don't workUsed c batteries they lasted 12 0f a CD Amazon batteries are horrible",1.0
These batteries don't last!!!!,1.0
All but about 4 were duds. What a waste of money.,1.0
Not very long lasting batteries....,2.0
"These batteries are HYPED! Duracell always wins. I bought them for electronic circuit for my experiments and I can clearly see how they fail against Duracell AAA batteries. I also wonder about the review someone has put that shows the performance plots. Under standard conditions doesn't matter, batteries need to perform the way consumers use them. To be fair, these batteries are better but don't show them as the best in the world, no way!",2.0
"Bought these in late Nov. By March 1, most of them were dead in the package.",1.0
Does not last as long as name brands such as Duracell and Energizer.,3.0
"I gave one star because they were batteries and did not explode in my face which is a major plus. However, if you need batteries for anything you use on a daily basis outside a tv remote then do not buy. These batteries do not last as long as duracell or energizer by far, and i wish i was getting paid to say that. Spend the extra dollars and buy a better battery.",2.0
Their batteries,3.0
Good price but batteries don't last long compared to other brands,2.0
"These are fair batteries. They are fine for most toys, etc. but they don't seem to last as long as Duracell or Energizer batteries. And I've found some of the packs to be hit or miss. I've had a few packs with several of the batteries already nearly drained straight out of the package.",3.0
I was searching for rechargeable batteries and these came up. I did think it was a great price for rechargeable batteries so I bought two packs. Didn't realize they were regular batteries until they arrived. I was a little annoyed. I blame Amazon for showing me these when I was looking for something else.,1.0
"The advertisement promises a 4 channel boat. It is not - only one channel. Consequently, kids can't play simultaneously with more than one boat (which was the reason I bought several). Simple false advertising. The main reason I bought this model over others was that it was promised with multiple channels.",1.0
"mu AA Amazon batteries made in Indonesia were without power after 12 months, bought in May 2016",1.0
After less than 6mos I started seeing a lot of leakage.,2.0
"Had to wait for more than a month for delivery. First few uses of product has not been good. In a head set had to replace batteries (3) with very small usage, evenings only, had to already replace batteries. The AAA pro cells we normally order usually last a week or better with daily use. I am not pleased with this product.",2.0
"First one out of the box I placed in a Swissphone Fire department pager. Battery indicator had 3 levels, and a new battery only shows 2 bars. That's rather disappointing, I should have stuck with Duracell, they show full charge.",3.0
I used it in a computer key board. First pair lasted only half of the time of other brand like DURACELL.I will see if the second pair does any better.,2.0
"The price is very acceptable, however, feed backs on file indicate these may be a trade-off for shorter life usage. One review stated having experienced battery content leakage. In any event evaluations must be based on individual usage over a reasonable length of time, so I'll reserve my decision on re-orders after first order usage",3.0
Good price. Shipped fast.,3.0
For some reason none of these batteries worked. Not sure what was wrong this time. I've bought them before and had no problems. Luckily amazon took it back without a problem,3.0
"When you buy bulk batteries normally you open a box and have a bunch of batteries. With amazons frustration free packaging you open a cardboard box and find pain, hardship and loathing. I sprained a wrist trying to get the batteries out of the individual 4 pack space age metal plastic wrapping. It's terrible. It's also the first amazon product I didn't like. The first terribly packaged amazon product I've ever seen.",1.0
"Never again will I purchase this. The outer cardboard box is frustration-free, but the batteries are tightly shrink-wrapped in groups of four. You need to cut into the wrap to begin to separate the batteries, pull them apart, then cut a little slice into the wrap around each battery. Then figure out how to pull each battery out of its little, plastic strait-jacket.Even if these batteries function well, the hassle of unwrapping them (12 shrink-wrapped sets of four batteries) isn't worth any cost savings.",2.0
Did not work.,1.0
"Shame on Amazon for putting their trusted name on this garbage! Nothing I put these batteries work properly whether AA, AAA, C or D, not the blood pressure cup won't fill with air before going into Error, motion lights that flicker when these are put in, remotes that work on and off - which all goes away with name brand batteries!",1.0
"When I purchased the Fire Stick, these batteries were included. In less than three weeks they were dead and had to be replaced. The batteries for the Fire Stick are used only in the remote, so it is not as though they got much use! I would never recommend such a garbage product.",1.0
Feel like these loose their charge much faster than the brand I used to buy. Will not purchase in the future.,2.0
Don't last very long,2.0
Great price but not long lasting in comparison to higher priced competitors. I got about 1/5 of the life I would with Duracell.,3.0
There batteries do not last as long as Sam's or Costco brand batteries.,3.0
Bought a 20 pack to give them a try and found they dont hold up well in the tv remotes.... gone back to duracells,1.0
"Good price but I can't tell if these last as long as Duracell. AmazonBasics with Amazon Prime are a great deal though, and I'd probably buy them again. I haven't had any problems with corrosion or other concerns.",3.0
"These batteries work great but they don't last as long as name brand batteries but that's ok. We mostly bought them for my toddler's toys and they work well enough for that!-As a wife and as a mom of 3 kids, I spend a lot of time shopping for deals on the best products out there for my family. It's important to me that if we're spending our hard earned money that we get a top notch product in return. I often rely on the reviews and opinions of others when contemplating purchasing a new product that I haven't tried before myself. Because of that, any products that I buy (whether on Amazon or from a 3rd party) I always make sure to leave a detailed review of the product to help others when selecting items to purchase, as well. My family tests these products fully before forming a solid opinion and writing a review. When I write a review, I keep in mind that those reading are also looking for honesty about the product and want an unbiased opinion to go by. If my review has been helpful to you, please give me a Yes vote on my review. Thank you!",3.0
"I have not had them long but they seem to be doing the job that is required. I will check back in later to discuss battery life if I remember. I will say, that I could have found batteries a bit cheaper around town and on the internet so I probably will not buy these again for this reason.",3.0
Maybe a great value but many in the pack are DOA.,3.0
"These are good if you're broke and just need to get by. They work, but like other reviewers are saying, they don't last as long as other brands or rechargeable batteries. If you have the money, invest in batteries that last longer and tax the environment less.",3.0
Just regular AA batteries at a decent price.,3.0
Good value for the money. I use them in kids toys and remote controls where they work fine. For heavy discharge items like flashlights and tools they will not last very long compared to other premium brands. I don't trust them in smoke detectors either.,2.0
"I had such a good experience with Amazon D batteries that I ordered some of their 2A batteries. The 2A batteries seemed much weaker out of the box. When I changed out a pair in my clock today, they had leaked and were stuck together. Making it difficult to remove them. I looked at the packaging for the new ones and noticed that they were made in Indonesia. After reading the reviews, it seems like it may be a matter of luck whether you get really good batteries for the price or really bad batteries at any price. I like to play blackjack so I will probably order one more time to see how lucky I get.",3.0
Goof,3.0
Great price. Too soon to tell if it is a great value.,3.0
Not tested so I'm not sure of quality,3.0
"I was excited to expand more into the AmazonBasics brand since all previous purchases have been very well received. However, these batteries were not optimal for devices that are constantly on. We used them in gaming controllers for XBox and each set of 2 would make it about 1 day of constant family gaming/TV usage.It's very possible we received a bad batch but due to going through the entire pack in just 2 weeks compared to other brands I will have to steer clear from these in the future.",3.0
Good price. Have used in my TV remote and had to change batteries after2 months. Other brand of batteries have lasted longer. Get what you pay for.,3.0
"Good price but quality is not really reliable.Some of them run out power real quick and others last super long.After 6 months storage, already have one pack of the batteries generates white powder type of corrosion (indoor, dry cool place, not used yet). Not sure it is quality control issue or stay in their shelf too long before shipping.",3.0
"Good price. When new, they tested on the low end of good with my voltmeter. I'll add to my post after I've had a chance to test battery life.",3.0
"Very good price for batteries, and they work flawlessly. Unfortunately, they don't come in their own Container to keep them together after opening. This means you need to have a small ziploc or something to store them in, or you are just going to have a bunch of loose batteries rolling around all over the place.",3.0
"So, I purchased a pack of these a month ago (11-Dec-2015) and was using them as expected, when I hit a snag. At LEAST 3 batteries from this pack were marginal/undervoltage (1.5V) out of the box. I found this out because I had replaced a pair of batteries in one of my remote sensors for my wall mounted indoor weather station because the had sensor stopped working. I thought maybe I had inserted them wrong, but no, the +/- marks matched the batteries. So I tried several times to reset both the sensor and the station with no luck. At one point, I had all of the batteries out to force a reset and put them back. But now my weather station would not power up either.That was the clue I needed. I got my trusty multimeter (with battery tester) and checked out all 5 of the Amazon Basics AA cells. Like all NEW 1.5V batteries, most of them showed 1.6V which is typical. Two of them were at 1.48V, which was just low enough for them to be considered undervoltage. No new AA battery should arrive with 1.5V. This is the first and only time I have ever seen fresh batteries arrive in a not as new condition with caused problems with my electronics.I generally like all of the various Amazon Basics products (mice, HDMI cables, etc.), but this has caused me to have doubts about not only their AA batteries, but all of the house branded products. Buyer beware (Caveat Emptor) seems to be the bottom line.",2.0
"I hate running out of batteries so I bought this giant pack. It's a good value and the batteries seem to have plenty of juice for normal, non-hardcore activities (TV remotes, flashlights, that kind of thing). I haven't tried them in any high-power devices like digital cameras or remote control cars not sure if they would be the best choice in that case.Edit: they do not last as long as Duracells or Energizers",3.0
Did not last as long as expected but good value for price.,3.0
Very short life in these... Bad batch,2.0
"For the price, you can't really go wrong. But they don'5 last long.The only problem is that the battery life is not long at all. If you are using these in a TV Remote (or similar remotes) they will last 3-4 months.If you use these in a flashlight or power toothbrush (or similar items), they only last about a month.It seems that these don't last long in items that you need to use daily for longer periods of time. But, if you are using these for a TV/STB Remote or a holiday decoration that plays music, they will last much longer (approx 3-4 months).",3.0
"Great price. Not too amazing in terms of battery life, but I do not think that you could get a better deal.",3.0
"Great value for kid's toys, but they don't have the longevity of Duracells by any stretch. Definitely worth buying if you need a lot of batteries for cheap to top off all the noisemakers and remotes in your house, but I wouldn't throw them in flashlights or other higher-drain devices.",3.0
"Great price - but you get what you pay for. In our Xfinity TV remote, these last 25 of the time the Duracell's lasted. Overall, they don't have lasting power like the top brands.",2.0
Great price for these alkaline batteries. Being that they are AAA there is not much of a power drain for devices like remote control. I found that the AA amazon basic batteries will not last as long as as you named brand alkaline batteries.,3.0
I was a little surprised how large a portion of these batteries measured as dead or low out of the box. I did not notice at first but a few batteries in some would last all of a day on low power items. I am currently sitting on 25 dead or extremely low.,2.0
I was very surprised as the batteries I got were in date but didn't work very long compared to a generic AA drug store variety. Probably just got a bad batch but I ended up replacing them very quickly in remotes especially.,3.0
By far the worst batteries I have ever bought I regret my purchase of 2 packs! Half of each box came without power and the ones that did were half life! If u found this helpful please rate helpful thanks!,1.0
some are not functioning,1.0
I got these batteries on Amazon Prime Day and I thought I got a good deal but half of them don't work!!! Very disappointed.,1.0
Half the batteries didn't work!,2.0
Half the batteries had no charge.,1.0
They are packaged by 4s and the plastic is really hard to get off.,3.0
"I have to change my mouse batteries and keyboard batteries like every two weeks with these..... before it was every few months.... horror story... constantly get ... mouse not connected , keyboard not connected ......sometimes starts within a few days....... going to pay more for the name brands",2.0
Don't know if it's my camera or the batteries but they seem to run down pretty quickly,3.0
"I ordered these mainly to use in a set of small LED flashlights. I tried the batteries in three different flashlights, but they didn't work in any of them. I double checked polarity and they were correctly installed. I tried them in a different device didn't work in that either. Amazon sent me a second set free of charge. They still didn't work in any of the flashlights but did work in a remote control and a toy. (I tried a different brand of batteries in the flashlights and they worked fine.) So it was hit and miss with these AAA batteries--2 sets of them. I've used Amazon AA with no problems.",2.0
"Unfortunately, some of the batteries seem to be duds. I have replaced dead batteries with these, only to still have a dead remote. Great price, but I now know why...",2.0
"I'm not sure if these are the same Amazon Basics batteries I purchased last time, the label is different. More importantly these seem to discharge faster or hold less power. I buy the 48 count box usually and its obvious to me already this box will last maybe half the time the last box did.",1.0
Not lasting very long. I read the reviews and expected better life out of these batteries. In comparison to Duracell they seem to last about 75 as long. I find that both the AA and AAA are sub-par in longevity. Perhaps that is the way I use them but I really expected more.,3.0
These are batteries what else can one say did anyone get silver batteries instead of white Hopefully they will be better than the previous version.,3.0
"absolute garbage, noteven a 1/4 of the battery of a regular energizer, dies so quick, tested, compared for months, sorry Not worth the money atany price, except maybe free.",1.0
"Very unhappy with these batteries. Used them for my flame-less candles, 3 batteries in each. I use a remote to turn the candles on, so they were only on a few hours at a time AND only a few nights a week. Died in less than 3 WEEKS!",1.0
"I suppose the most honest thing about them is in their name...BASIC!! I use them in my blood pressure monitor. I take my BP twice a day and it only takes about 10 seconds. The batteries only last about 6 weeks. I've also used them in my air conditioner remote which I might use once or twice a day, just to turn it on or off. Again, after about 5 - 6 weeks, they stop working. They are also used in my Alexa/Echo remote which is used more often, yet, they last about 3 months in it. This is the first Amazon labeled/made product that I have bought that was not rated a 5. Don't buy these if you are looking for a long lasting battery.",1.0
"Horrible, do not buy.I bought these in AA and AAA and they all lasted just a few days. My battery tester shows them on the lower side of good when unused but doesn't take long before they stop working.",1.0
"Horrible! Did not last 1 hour, in my devices. DO NOT BUY!!",1.0
"Batteries were horrible. As soon as I would put a pair in my Amazon Fire stick remote, I'd get a message that batteries were low. After a day or 2 I couldn't even wake the Fire stick up because the batteries were dead. Went through the hole pack in 2 weeks.",1.0
Went on sale 4 days later for 14.40 for 100 batteries. I paid 12.49 for 48 batteries. Hosed again.,2.0
"I always put new batteries in my three thermostats at the beginning of the heating season in late Sept to make sure they work through the winter. Never had a problem with Energizer or Duracell going the whole year. These batteries from Amazon all had to be replaced in February, won't be using them again.",2.0
I am disappointed with the quality of these batteries. I used them to light some low voltage decoration lights on the ceiling of my bus. They only lasted 1 day. Replaced with Energizer batteries and I am in my 2 week and they are still going strong.,2.0
"I purchased these to try because I needed so many for my Christmas village. Withing 24 hours some of the batteries died so I turned off all of them so I could at least have them on for Christmas. I am very disappointed in them, had to go out and purchase more of the copper top ones which last weeks and weeks to keep my village lit for the holidays. I will not purchase these again.",2.0
"I am very disappointed in these batteries. They do not work, or if they do work it is only for a few minutes. They are a waste of money.",1.0
Not a long life at all. I bought AA batteries in the same order and they work fine.,1.0
I bought the 20 pack in September 2015. Half of the batteries in the package do not work. Do not purchase.,1.0
I bought these batteries for my Fitbit scale and installed them as soon as they arrived. Typically I have to change the batteries every 6-8 months but I have already had to replace these. I won't be buying them again.,1.0
Out of every package so far only 2 batteries are working. I bought these in April so they should still all be good and I'm finding I need to throw most of them away. I wish I could still return them.,1.0
I bought these to use in the wireless mouse I bought at same time. I seem to have to change the batteries to often.,2.0
I DO NOT recommend purchasing these batteries they barely last 24 hrs in what lasts 2 weeks with Costco or Duracell or Energizer brands.,1.0
These have a very short life. I do not recommend this brand,3.0
I don't know who made these batteries but they are worthless. They do not hold a charge.I WILL NOT BUY AGAIN.,1.0
I use a headlamp at work all day and everyday. I decided to try these instead of the duracells that I normally use and they definently don't last nearly as long. I don't understand all the good reviews about these. I won't purchase again.,3.0
"I had hoped that Amazon batteries would be as good as their other services. Unfortunately, either we got a bad batch or these batteries are not as good as other brands. These were ordered in April and it is now August and I have had to use three sets of batteries in my mouse. Normally a set of batteries lasts three or four months. I would not recommend. Others reviews are more positive, but I personally cannot recommend this brand.",1.0
I had to buy a brand new bed after purchasing this item. It kept ripping up and the bugs kept coming from the tears in the case. I do not recommend this for no one.,1.0
These battery only last a few months in my dish network remote controls (have 10 of them). Duracells last over a yearI will no longer purchase Amazon batteries. Disappointed,1.0
"I have bought these twice-my first purchase, I received the batteries in the silver packaging, had no issues, long battery life, etc. The second order I received the batteries in the gray packaging as pictured. I bought the second back in April, and last week I discovered that every unused battery that I hadn't used up and thrown out was leaking. I threw out 5 batteries one day, and found 3 more that were in use in remotes that needed to be thrown out as well because they had leaked, and had to throw out a remote as well since it had corroded inside.I'm not going to be buying again. I could forgive one leaking battery, but almost half the package I'll either buy another brand for a bit more money and quality, or go to a local dollar store for the same quality and less money",1.0
"I have never been so disappointed with a product. The battery life is horrible. When used in my camera, I can get maybe five standard-non zoom pictures before the camera shuts down and states the batteries need replaced. When used in tv remotes, the battery life is maybe a week. It is the same with the Amazon AAA batteries too. I will not be repurchasing again.",1.0
"I have never had problems with the Amazon brand batteries before until this time around. I use these for battery operated candles and normally 3 AAA batteries will last in my candle a couple of weeks on a timer. I replaced the batteries 2 days ago with these batteries in 3 separate candles and all three candles do not work less than 24 hours later. Not sure if this batch was defective or not, but I won't risk spending the money and buying them again to not have them work.",1.0
I have to admit I was not too happy with these and probably won't buy them again. The 'life' on them is extremely short and definitely leave a lot to be desired.,2.0
I haven't really kept track meticulously but these batteries don't seem to last as long as Kirkland brand or Duracell.,3.0
"Sorry Amazon, I love you, but these batteries are terrible. They don't last long at all. Reordered before I realized that they peter out in short order. They have failed in every application requiring batteries. Unfortunately, their made in Indonesia. Wasn't putting them in the China slot immediately but have no choice to do so. Applications referred to are, tooth brush, remote controls, motion lights, etc. Purchased, AAA AA with no difference in performance. I enjoyed the idea of being stocked up on quantity, but the quantity doesn't replace quality. Won't be ordering these batteries again. But will be shopping for a superior product.J.MAC",1.0
"I had high hopes for these and very surprised at alt he high rating. I must have received a bad batch. This is a large qty and 6-8 months after purchase, using these batteries and they are no good. I figured they just wore out since i did not use them. Very disappointed and a good 20+ are trash. Real bummer.",1.0
I need to cancel this auto shipment,1.0
"I needed batteries for my kittens toys. The first three I used lasted only 5 hours!! I am so unhappy, I spent 8 which is a lot of money for me.",1.0
They do not last at all! I never leave negative reviews as I am generally satisfied. But logged back in just to do it! They are awful!!!,1.0
"I normally buy the Maxwell brand but thought I'd give these a try. I used them in my led battery operated lights, they were dead in half the time of the Maxwells.",2.0
I originally wanted to buy Duracell brand batteries but I bought these instead (Aug. 2016) as they were cheaper. I just today had to remove a set of these from a remote thermometer and they had leaked even though the date printed on the batteries was Jan. 2025. My savings on these cheaper batteries was far less than the cost of my now damaged thermometer.,2.0
"I purchased the AA batteries for my Nest smoke detectors. The batteries that came with the Nest lasted for a couple of years, so I expected similar performance from the Amazon AA's. In less than 2 months after my purchase, the Nest indicated that they had to be replaced again. This product is not to Amazon's expected standards. I will give it a miss.",1.0
"I purchased these batteries for my boyfriend . The split open and ruined who uses them in a 200.00 portable modem. I would of sent them back, but this happened after the 30 day return window.",1.0
I purchased these for my daughter for camp and open a pack today and they did not work. Fresh out of the plastic wrap and everything:(.,1.0
"I purchased these for the office as everyone has an Apple mouse that uses AA batteries. I found myself changing batteries on my mouse almost every month with these batteries. Yes they work, but not for long. We purchased these in September and we blew through these in 2.5 months with 16 employees. With Duracell batteries, which I purchased again, they last much longer, several months instead of just one month.",3.0
I put several of these in my mouse battery and had to replace them after only a few days. Will not be buying more.,2.0
Don't seem to last long. I think dollar general batteries are just as good.,3.0
"This is the first Amazon product I've purchased. I thought that batteries would be a good first try since there really can't be much difference between alkaline batteries.I am a working musician teacher. I sing with a band and use a Shure Wireless Beta 58 mic. A normal set of alkaline batteries last about 7-8 hours in my mic. The first gig I used these with was about 3 1/2 hours with the mic on and by the end of the gig the light on the mic showing battery was showing that the battery was about to die. I was just lucky that it lasted long enough for the entire gig. Usually I can get two full gigs out of an alkaline battery. Just as a comparison, I usually buy the cheapest boxes of batteries at Lowe's. Those batteries are only slightly more expensive than the Amazon Basics and last twice as long in my mic.I can't say how these batteries work in other things, but I can say that for what I use them for they are a big waste of money. I would rather use batteries that cost 15-20 more and last twice as long.",1.0
WHAT A HORRENDOUS PRODUCT. I THOUGHT THAT BEING FROM AMAZON IT WOULD BE GOOD. WRONG!!!! IT'S STILL CHINESE FIRST.LASTS NOTHING (2 WEEKS IN MY COMPUTER MOUSE). DISASTROUS DISAPPOINTMENT. FIRST TIME I AM LET DOWN BY AMAZON. PITY! I GUESS I SHOULD HAVE BEEN MORE CAREFUL AND LESS GULLIBLE.,1.0
I used them for christmas decoration and by the end of christmas the batteries leaked . will not get them again,1.0
I used these batteries with my LED lights. It works but it doesn't last long. I used Duracell batteries the same price last much longer.,3.0
"I was hoping these batteries would last more than 4 hours, and since they didn't I don't think the price should be as listed",2.0
I would have gotten the same quality had I got batteries from the dollar store. I was very disappointed.,2.0
I will never purchase this item again. It is in my opinion overpriced junk.,1.0
DID NOT LAST LONG,2.0
These batteries do not last nearly as long as the bunny or copper brands. I will use them up and never waste my time or money on these again. I have been using them in an LED flashlight.,1.0
"I see that these batteries have lots of positive reviews. My experience has been poor. I put a pair in the sensor for an outdoor thermometer. They lasted about 2 weeks and when tested, showed very low power. Replaced them with a second pair. They lasted and tested about the same. These may work better in indoor uses, but they seem to not like the cold. I've had way better success with rechargeable.",1.0
"I primarily use these for my noise cancelling headphones and wireless mouse. Overall, for the price, this is an okay product. I do not get the longevity I received when buying other brands, but for the price and quantity it seems to all equal out. I would not recommend using them for vital devices nor rely on them in emergencies.",3.0
Wish I had opened the package all the way as soon as I received it because several of the batteries had leaked and caused corrosion on several more. Learned one this time.,3.0
"They're not a bad value (because they're cheap), but they drain much faster than you would like. I hate throwing dead batteries away anyway (no recycling options here) and 4 of these drained in a day, running a tiny string of LED Christmas lights.",1.0
Batteries are decent. I wouldn't consider them better than Duracell or Energizer but the price is right.,3.0
I miss the bunny with the drum.,3.0
I probably wouldn't buy these again. Each set of 4 batteries is individually shrink wrapped and very difficult to get apart. I'm sure batteries are fine if you don't mind the packaging.,2.0
"I've had good luck with Amazon basics peripheral devices for computers, but the 24 pack of AAA batteries I got had virtually no power out of the package. Perhaps it's a quality control issue, but I got burned on the ones I bought, and won't take another chance with them.",1.0
"These are OK. Used to Rayovacs to save but, these cost the same and seem to last about 3/4 as much as the other brand. Mostly used for Xbox controllers and Mac mice/keyboard.",3.0
"Dont last long. I thought because they had the AMAZOn name they would be good, but they are no better than other generic batteries.",2.0
Work fine but I have had a couple start leaking in less than a month. Worried this may happen while in electronics.,3.0
It stopped working. Never buy this. It's not certified by Apple. Not sure why Amazon is selling such products on prime,1.0
IT'S A BATTERY,3.0
"I mean, it's a crap ton of batteries for a decent price. They just die quickly.",3.0
Its a battery nothing much to say. I usually buy at costco but the convenience of the free delivery was the decision breaker this time.,3.0
Lights worked well but the ahesive didnt stick on about 90 of the lights backing. The 10 that did. I tried to adjust the lights and they ripped.,1.0
These batteries work but don't really last that long. You maybe get 3-4 weeks out of them. Its better off buying rayovac or energizer batteries from home depot,1.0
These batteries are junk . i use 4 of them in my front door lock. i have gone through 12 batteries in less than a month .,1.0
"Batteries used in fire remote, lasted maybe a week and then died",1.0
"batteries suck! brand new out of box dead or close too. Change smoke alarms every month and remote batteries every 2 weeks.junk dead, 3 different boxes and sizes of amazon",1.0
Absolute junk! My devices run only 3 - 5 days with these batteries and probably half have been dead when I put them in my devices. Save your money buy Duracell batteries from Groupon they will stand behind less than quality batteries but Amazon will not once you buy Amazon batteries as has become the case with most of Amazon you are on your on without a paddle.Amazon did send me replacement batteries however they are the same as the original ones. I don't know how anyone can give a positive review just terrible.,1.0
These batteries are just adequate not super strong as advertised.,3.0
"I haven't done any scientific research on how long these last compared to other batteries, I can only give you my layman's experience. I use the exact same amount of battery usage every day and have tried pretty much every brand of battery (I don't hear that well so I wear headphones for my television and I wear them the same number of hours per day).The AmazonBasics batteries don't last nearly as long as any other battery. My headphones start getting fuzzy about twelve hours earlier than they normally would with any other the batteries I've ever used. I went through this package a week earlier than I would a 24-pack of either Duracell or Energizer. In some usages this might not matter but for me, it just wasn't worth it to buy these.",3.0
Great for small gadgets and remotes. Don't expect to run anythinh more. Could handle a set of battery power hair clippers.,3.0
I bought these but will not reorder. They work but seem to go flat rather quickly.,3.0
do not seem to last as long as other batteries,3.0
Loved the price but I found myself replacing them more quickly in items like the wall clocks and the remote controls. I like having a box of replacement batteries on hand in the house so these are fine for emergencies but I might want to invest in a brand that lasts a bit longer for things like smoke detectors or flashlights.,3.0
The life of these batteries is shorter than name brand.,3.0
"Cheap AAA batteries. Really shouldnt expect much, just wish they would last as long as comparably priced batteries. I use them for the light i wear on my head at work. Typical AAAs last 6-8 hours constant use, these last about 3-4.",3.0
These don't last like good batteries. But are a great price. If you have kids that leave toys on and run out batteries then these are good. I don't use them in the remote or anything I want to rely on for long term use.,2.0
